review,clean_review,tokens
got this to gift to a makeupobsessed friend. im not sure how much it will really do or if its just a placebo thing but she likes it and was impressed by the brand. price is good i guess. seems like it would be great for teens who are obsessed with makeup. ,got gift makeupobsessed friend . im not sure much really placebo thing likes impressed brand . price good guess . seems like would great teens obsessed makeup .,"['got', 'gift', 'makeupobsessed', 'friend', '.', 'im', 'not', 'sure', 'much', 'really', 'placebo', 'thing', 'likes', 'impressed', 'brand', '.', 'price', 'good', 'guess', '.', 'seems', 'like', 'would', 'great', 'teens', 'obsessed', 'makeup', '.']"
i have been using this every day after showering in the morning before my moisturizer. the oil is very lightweight it absorbs into my skin super quick something oils dont often do. once it settles in it leaves my skin feeling supple smooth and nicely moisturized. i also love how it settles in the bottle leaving the blue and pink  like a little magical potion in a bottle. pacifica products have always worked well for me and this serum isnt any different. the price point is a nice touch tooand the best part is  its free from harsh chemicals and is vegan and crueltyfree lovely little serum 3,using every day showering morning moisturizer . oil lightweight absorbs skin super quick something oils dont often . settles leaves skin feeling supple smooth nicely moisturized . also love settles bottle leaving blue pink like little magical potion bottle . pacifica products always worked well serum isnt different . price point nice touch tooand best part free harsh chemicals vegan crueltyfree lovely little serum 3,"['using', 'every', 'day', 'showering', 'morning', 'moisturizer', '.', 'oil', 'lightweight', 'absorbs', 'skin', 'super', 'quick', 'something', 'oils', 'dont', 'often', '.', 'settles', 'leaves', 'skin', 'feeling', 'supple', 'smooth', 'nicely', 'moisturized', '.', 'also', 'love', 'settles', 'bottle', 'leaving', 'blue', 'pink', 'like', 'little', 'magical', 'potion', 'bottle', '.', 'pacifica', 'products', 'always', 'worked', 'well', 'serum', 'isnt', 'different', '.', 'price', 'point', 'nice', 'touch', 'tooand', 'best', 'part', 'free', 'harsh', 'chemicals', 'vegan', 'crueltyfree', 'lovely', 'little', 'serum', '3']"
this is a nice face oil. it is hydrating and feels great on the skin. i have very dry skin and this oil will be perfect for the winter months. ,nice face oil . hydrating feels great skin . dry skin oil perfect winter months .,"['nice', 'face', 'oil', '.', 'hydrating', 'feels', 'great', 'skin', '.', 'dry', 'skin', 'oil', 'perfect', 'winter', 'months', '.']"
i just happened to buy this suggested from a colleague. i absolutely love this product. i was born with pretty good skin so this is an added bonus. the price is affordable and the product works. ,happened buy suggested colleague . absolutely love product . born pretty good skin added bonus . price affordable product works .,"['happened', 'buy', 'suggested', 'colleague', '.', 'absolutely', 'love', 'product', '.', 'born', 'pretty', 'good', 'skin', 'added', 'bonus', '.', 'price', 'affordable', 'product', 'works', '.']"
the pacifica beauty flower fix hydrating face oil serum is a fantastic product that provides exceptional value for its price. ive been using it regularly and im impressed with its ability to hydrate and nourish my skin without leaving a greasy residue.one of the things i love about this serum is the unique colorchanging effect. when you shake the bottle the pink and blue layers mix creating a beautiful indigo hue. its a fun and visually appealing feature that adds to the overall experience.the serum is incredibly moisturizing and it helps to reduce the appearance of fine lines. ive noticed a significant improvement in my skins hydration and overall texture since i started using this product.if youre looking for an effective and affordable facial serum i highly recommend the pacifica beauty flower fix hydrating face oil serum. its a fantastic product that delivers exceptional results without breaking the bank. a budgetfriendly and effective facial serum,pacifica beauty flower fix hydrating face oil serum fantastic product provides exceptional value price . ive using regularly im impressed ability hydrate nourish skin without leaving greasy residue.one things love serum unique colorchanging effect . shake bottle pink blue layers mix creating beautiful indigo hue . fun visually appealing feature adds overall experience.the serum incredibly moisturizing helps reduce appearance fine lines . ive noticed significant improvement skins hydration overall texture since started using product.if youre looking effective affordable facial serum highly recommend pacifica beauty flower fix hydrating face oil serum . fantastic product delivers exceptional results without breaking bank . budgetfriendly effective facial serum,"['pacifica', 'beauty', 'flower', 'fix', 'hydrating', 'face', 'oil', 'serum', 'fantastic', 'product', 'provides', 'exceptional', 'value', 'price', '.', 'ive', 'using', 'regularly', 'im', 'impressed', 'ability', 'hydrate', 'nourish', 'skin', 'without', 'leaving', 'greasy', 'residue.one', 'things', 'love', 'serum', 'unique', 'colorchanging', 'effect', '.', 'shake', 'bottle', 'pink', 'blue', 'layers', 'mix', 'creating', 'beautiful', 'indigo', 'hue', '.', 'fun', 'visually', 'appealing', 'feature', 'adds', 'overall', 'experience.the', 'serum', 'incredibly', 'moisturizing', 'helps', 'reduce', 'appearance', 'fine', 'lines', '.', 'ive', 'noticed', 'significant', 'improvement', 'skins', 'hydration', 'overall', 'texture', 'since', 'started', 'using', 'product.if', 'youre', 'looking', 'effective', 'affordable', 'facial', 'serum', 'highly', 'recommend', 'pacifica', 'beauty', 'flower', 'fix', 'hydrating', 'face', 'oil', 'serum', '.', 'fantastic', 'product', 'delivers', 'exceptional', 'results', 'without', 'breaking', 'bank', '.', 'budgetfriendly', 'effective', 'facial', 'serum']"
my initial impression is that this is a pretty nice serum for the money. one small gripe the one i sent was not safety sealed in any way and it looks like the box has possibly been opened at some point and reclosed. ill take my chances however small the risk may be may be. the attractive jar holds 1oz of product.the glass bottle is adorable. ill have no problem instantly locating this one in my cluttered rubbermaid box of various serums and face products. the bottle is pretty enough it may even earn itself a coveted display piece status on my counter. the bottle has a traditional style dropper for precise measuring. i tend to be frugal with my serums since using more does not necessarily do more and i like a dropper because just three or four drops generally covers my face and neck.theres no scent or fragrance in this product. theres some very light blue dye which i felt was unnecessary even superfluous but its there. doesnt show up on my skin. the formula is hydrating makes my skin feel soft and noticeably smoother. no stinging or any sensations to speak of other than pleasant sensations. this formula has hyaluronic acid along with aloe rice serum and black tea. quite a few exotic ingredients and the result is very pleasing. my skin drinks it up.ill recommend this nice serum. sometimes you can judge a serum by its bottle. a beautiful bottle and very high quality thoughtful ingredients. recommended this beautiful bottle contains a high quality serum.,initial impression pretty nice serum money . one small gripe one sent not safety sealed way looks like box possibly opened point reclosed . ill take chances however small risk may may . attractive jar holds 1oz product.the glass bottle adorable . ill no problem instantly locating one cluttered rubbermaid box various serums face products . bottle pretty enough may even earn coveted display piece status counter . bottle traditional style dropper precise measuring . tend frugal serums since using not necessarily like dropper three four drops generally covers face neck.theres no scent fragrance product . theres light blue dye felt unnecessary even superfluous . doesnt show skin . formula hydrating makes skin feel soft noticeably smoother . no stinging sensations speak pleasant sensations . formula hyaluronic acid along aloe rice serum black tea . quite exotic ingredients result pleasing . skin drinks up.ill recommend nice serum . sometimes judge serum bottle . beautiful bottle high quality thoughtful ingredients . recommended beautiful bottle contains high quality serum .,"['initial', 'impression', 'pretty', 'nice', 'serum', 'money', '.', 'one', 'small', 'gripe', 'one', 'sent', 'not', 'safety', 'sealed', 'way', 'looks', 'like', 'box', 'possibly', 'opened', 'point', 'reclosed', '.', 'ill', 'take', 'chances', 'however', 'small', 'risk', 'may', 'may', '.', 'attractive', 'jar', 'holds', '1oz', 'product.the', 'glass', 'bottle', 'adorable', '.', 'ill', 'no', 'problem', 'instantly', 'locating', 'one', 'cluttered', 'rubbermaid', 'box', 'various', 'serums', 'face', 'products', '.', 'bottle', 'pretty', 'enough', 'may', 'even', 'earn', 'coveted', 'display', 'piece', 'status', 'counter', '.', 'bottle', 'traditional', 'style', 'dropper', 'precise', 'measuring', '.', 'tend', 'frugal', 'serums', 'since', 'using', 'not', 'necessarily', 'like', 'dropper', 'three', 'four', 'drops', 'generally', 'covers', 'face', 'neck.theres', 'no', 'scent', 'fragrance', 'product', '.', 'theres', 'light', 'blue', 'dye', 'felt', 'unnecessary', 'even', 'superfluous', '.', 'doesnt', 'show', 'skin', '.', 'formula', 'hydrating', 'makes', 'skin', 'feel', 'soft', 'noticeably', 'smoother', '.', 'no', 'stinging', 'sensations', 'speak', 'pleasant', 'sensations', '.', 'formula', 'hyaluronic', 'acid', 'along', 'aloe', 'rice', 'serum', 'black', 'tea', '.', 'quite', 'exotic', 'ingredients', 'result', 'pleasing', '.', 'skin', 'drinks', 'up.ill', 'recommend', 'nice', 'serum', '.', 'sometimes', 'judge', 'serum', 'bottle', '.', 'beautiful', 'bottle', 'high', 'quality', 'thoughtful', 'ingredients', '.', 'recommended', 'beautiful', 'bottle', 'contains', 'high', 'quality', 'serum', '.']"
the pacifica beauty flower fix hydrating face oil serum comes in a 1 fl oz cute bottle. the oil serum is a combination of oil and water based ingredients and doesnt feel sticky or greasy. it hydrates as well as moisturizes. i have dry skin and the serum leaves my skin feel soft and smooth. ,pacifica beauty flower fix hydrating face oil serum comes 1 fl oz cute bottle . oil serum combination oil water based ingredients doesnt feel sticky greasy . hydrates well moisturizes . dry skin serum leaves skin feel soft smooth .,"['pacifica', 'beauty', 'flower', 'fix', 'hydrating', 'face', 'oil', 'serum', 'comes', '1', 'fl', 'oz', 'cute', 'bottle', '.', 'oil', 'serum', 'combination', 'oil', 'water', 'based', 'ingredients', 'doesnt', 'feel', 'sticky', 'greasy', '.', 'hydrates', 'well', 'moisturizes', '.', 'dry', 'skin', 'serum', 'leaves', 'skin', 'feel', 'soft', 'smooth', '.']"
this is a nice face oil that pats in easily and absorbs quickly. the first time i used it was after a bit too much sun exposure and it really helped hydrate my skin. it seems to help lock in other moisturizers as well. the bottle is really cute as well. ,nice face oil pats easily absorbs quickly . first time used bit much sun exposure really helped hydrate skin . seems help lock moisturizers well . bottle really cute well .,"['nice', 'face', 'oil', 'pats', 'easily', 'absorbs', 'quickly', '.', 'first', 'time', 'used', 'bit', 'much', 'sun', 'exposure', 'really', 'helped', 'hydrate', 'skin', '.', 'seems', 'help', 'lock', 'moisturizers', 'well', '.', 'bottle', 'really', 'cute', 'well', '.']"
the facial oil serum is divine. its loaded with a variety of botanical extracts that make my dry face feel wonderful. after a long summer and heading into another dry winter my skin will look great ive tried other pacifica products like the brightening peel pads and the underarm detox scrub. the serum is soothing and divine,facial oil serum divine . loaded variety botanical extracts make dry face feel wonderful . long summer heading another dry winter skin look great ive tried pacifica products like brightening peel pads underarm detox scrub . serum soothing divine,"['facial', 'oil', 'serum', 'divine', '.', 'loaded', 'variety', 'botanical', 'extracts', 'make', 'dry', 'face', 'feel', 'wonderful', '.', 'long', 'summer', 'heading', 'another', 'dry', 'winter', 'skin', 'look', 'great', 'ive', 'tried', 'pacifica', 'products', 'like', 'brightening', 'peel', 'pads', 'underarm', 'detox', 'scrub', '.', 'serum', 'soothing', 'divine']"
the pacifica beauty flower fix hydrating serum is a very fun serum to have and use i love the concept and it continually separates so every time it is used you need to shake it well and be sure to empty and refill the dropper and use it fast otherwise the two will separate in the bottle and the dropper i love hyaluronic acid products as i really feel like that alone helps your skin. and i like this serum. it smells much better then most serums i have tried and it actually absorbs into the skin and does not leave that serum feel kind of tacky it actually feel smooth and soft after applying it. it went really well with a good moisturizer on top that also absorbed nicely without a greasy feeling to it. my skin had no reaction to it and this is something i would for sure buy again and recommend.it was very nicely packaged and presented and would be ready to gift as it arrives. all the font on the box and bottle is clear and readable without glasses. i could not find an expiration and there was no safety seal on either the bottle or box. my box arrived a little less then looking as though it came off the shelf so not sure if it normally comes with a deal or not. regardless i love this product it really feels amazing on my skin.made in the usa ,pacifica beauty flower fix hydrating serum fun serum use love concept continually separates every time used need shake well sure empty refill dropper use fast otherwise two separate bottle dropper love hyaluronic acid products really feel like alone helps skin . like serum . smells much better serums tried actually absorbs skin not leave serum feel kind tacky actually feel smooth soft applying . went really well good moisturizer top also absorbed nicely without greasy feeling . skin no reaction something would sure buy recommend.it nicely packaged presented would ready gift arrives . font box bottle clear readable without glasses . could not find expiration no safety seal either bottle box . box arrived little less looking though came shelf not sure normally comes deal not . regardless love product really feels amazing skin.made usa,"['pacifica', 'beauty', 'flower', 'fix', 'hydrating', 'serum', 'fun', 'serum', 'use', 'love', 'concept', 'continually', 'separates', 'every', 'time', 'used', 'need', 'shake', 'well', 'sure', 'empty', 'refill', 'dropper', 'use', 'fast', 'otherwise', 'two', 'separate', 'bottle', 'dropper', 'love', 'hyaluronic', 'acid', 'products', 'really', 'feel', 'like', 'alone', 'helps', 'skin', '.', 'like', 'serum', '.', 'smells', 'much', 'better', 'serums', 'tried', 'actually', 'absorbs', 'skin', 'not', 'leave', 'serum', 'feel', 'kind', 'tacky', 'actually', 'feel', 'smooth', 'soft', 'applying', '.', 'went', 'really', 'well', 'good', 'moisturizer', 'top', 'also', 'absorbed', 'nicely', 'without', 'greasy', 'feeling', '.', 'skin', 'no', 'reaction', 'something', 'would', 'sure', 'buy', 'recommend.it', 'nicely', 'packaged', 'presented', 'would', 'ready', 'gift', 'arrives', '.', 'font', 'box', 'bottle', 'clear', 'readable', 'without', 'glasses', '.', 'could', 'not', 'find', 'expiration', 'no', 'safety', 'seal', 'either', 'bottle', 'box', '.', 'box', 'arrived', 'little', 'less', 'looking', 'though', 'came', 'shelf', 'not', 'sure', 'normally', 'comes', 'deal', 'not', '.', 'regardless', 'love', 'product', 'really', 'feels', 'amazing', 'skin.made', 'usa']"
im really happy i tried this. the cost is fantastic and the brightening on my skin is lovely. ,im really happy tried . cost fantastic brightening skin lovely .,"['im', 'really', 'happy', 'tried', '.', 'cost', 'fantastic', 'brightening', 'skin', 'lovely', '.']"
i love this stuff. some reviews say its sticky. i did not find it was sticky it all. it absorbs fast and has a light citrus smell when you first apply it. it appears to tighten my pores almost immediately. will definitely be buying agian. ,love stuff . reviews say sticky . not find sticky . absorbs fast light citrus smell first apply . appears tighten pores almost immediately . definitely buying agian .,"['love', 'stuff', '.', 'reviews', 'say', 'sticky', '.', 'not', 'find', 'sticky', '.', 'absorbs', 'fast', 'light', 'citrus', 'smell', 'first', 'apply', '.', 'appears', 'tighten', 'pores', 'almost', 'immediately', '.', 'definitely', 'buying', 'agian', '.']"
i just started using this product and it goes on smooth and i do feel a tingly sensation when i put it on. my skin does look brighter and the scent is light and almost citrusy. it moisturizes but doesnt leave you dewy my skin might just absorb it like a cactus though. i noticed my skin is brighter,started using product goes smooth feel tingly sensation put . skin look brighter scent light almost citrusy . moisturizes doesnt leave dewy skin might absorb like cactus though . noticed skin brighter,"['started', 'using', 'product', 'goes', 'smooth', 'feel', 'tingly', 'sensation', 'put', '.', 'skin', 'look', 'brighter', 'scent', 'light', 'almost', 'citrusy', '.', 'moisturizes', 'doesnt', 'leave', 'dewy', 'skin', 'might', 'absorb', 'like', 'cactus', 'though', '.', 'noticed', 'skin', 'brighter']"
its been only a couple of days but so far i havent noticed any allergic reactions or difficulties. i use my regular moisturizer on top and its been good so far no allergies or reactions,couple days far havent noticed allergic reactions difficulties . use regular moisturizer top good far no allergies reactions,"['couple', 'days', 'far', 'havent', 'noticed', 'allergic', 'reactions', 'difficulties', '.', 'use', 'regular', 'moisturizer', 'top', 'good', 'far', 'no', 'allergies', 'reactions']"
makes my skin feel so nice and soft. ,makes skin feel nice soft .,"['makes', 'skin', 'feel', 'nice', 'soft', '.']"
really dont like the fragrance dont like the fragrance,really dont like fragrance dont like fragrance,"['really', 'dont', 'like', 'fragrance', 'dont', 'like', 'fragrance']"
i use this every day and my skin is glowing. people constantly compliment me on my face and i always share that this product is the reason i would say its pretty lightweight as long as youre putting just enough on otherwise it can get sticky and youll feel it. you dont need a lot. ,use every day skin glowing . people constantly compliment face always share product reason would say pretty lightweight long youre putting enough otherwise get sticky youll feel . dont need lot .,"['use', 'every', 'day', 'skin', 'glowing', '.', 'people', 'constantly', 'compliment', 'face', 'always', 'share', 'product', 'reason', 'would', 'say', 'pretty', 'lightweight', 'long', 'youre', 'putting', 'enough', 'otherwise', 'get', 'sticky', 'youll', 'feel', '.', 'dont', 'need', 'lot', '.']"
maybe i got a bad bottle but even after shaking really well the kale yeah is like pea soup and it leaves my face chalky.sorry pacifica but you dropped the ball on this one. i do like your matte greens tho i love pea soup  just not on my face,maybe got bad bottle even shaking really well kale yeah like pea soup leaves face chalky.sorry pacifica dropped ball one . like matte greens tho love pea soup not face,"['maybe', 'got', 'bad', 'bottle', 'even', 'shaking', 'really', 'well', 'kale', 'yeah', 'like', 'pea', 'soup', 'leaves', 'face', 'chalky.sorry', 'pacifica', 'dropped', 'ball', 'one', '.', 'like', 'matte', 'greens', 'tho', 'love', 'pea', 'soup', 'not', 'face']"
love this product it makes you glow leaves your skin feeling super soft but not extremely oily. the scent is good too. ,love product makes glow leaves skin feeling super soft not extremely oily . scent good .,"['love', 'product', 'makes', 'glow', 'leaves', 'skin', 'feeling', 'super', 'soft', 'not', 'extremely', 'oily', '.', 'scent', 'good', '.']"
i really liked this serum it smells so good  skin so soft i dont really notice any change in overall skin as far as brightening. ,really liked serum smells good skin soft dont really notice change overall skin far brightening .,"['really', 'liked', 'serum', 'smells', 'good', 'skin', 'soft', 'dont', 'really', 'notice', 'change', 'overall', 'skin', 'far', 'brightening', '.']"
this pacifica flower fix biphase hydrating oil serum is absolutely adorable and a lot of fun but definitely not my favorite.i do like that its an oil and a serum combined but i find myself having better results with separate oils and serums not a 2in1.it is hydrating i will give it that but i have been using consistently for a couple weeks now and have yet to see any improvement in my skin.im going to go back to my normal serums and oil and discontinue using this oil serum. it may be someone elses next favorite skincare product its just not mine fun and cute but not my favorite oil serum.,pacifica flower fix biphase hydrating oil serum absolutely adorable lot fun definitely not favorite.i like oil serum combined find better results separate oils serums not 2in1.it hydrating give using consistently couple weeks yet see improvement skin.im going go back normal serums oil discontinue using oil serum . may someone elses next favorite skincare product not mine fun cute not favorite oil serum .,"['pacifica', 'flower', 'fix', 'biphase', 'hydrating', 'oil', 'serum', 'absolutely', 'adorable', 'lot', 'fun', 'definitely', 'not', 'favorite.i', 'like', 'oil', 'serum', 'combined', 'find', 'better', 'results', 'separate', 'oils', 'serums', 'not', '2in1.it', 'hydrating', 'give', 'using', 'consistently', 'couple', 'weeks', 'yet', 'see', 'improvement', 'skin.im', 'going', 'go', 'back', 'normal', 'serums', 'oil', 'discontinue', 'using', 'oil', 'serum', '.', 'may', 'someone', 'elses', 'next', 'favorite', 'skincare', 'product', 'not', 'mine', 'fun', 'cute', 'not', 'favorite', 'oil', 'serum', '.']"
i would say that it works for a fresh feeling and pick me up under your eyes and in that cheek area. you will not know any huge difference in anything except more of maybe fresh feeling in your face maybe a little more glow. so if you like to fresh dont need a lot lightweight would say go ahead and go for this ,would say works fresh feeling pick eyes cheek area . not know huge difference anything except maybe fresh feeling face maybe little glow . like fresh dont need lot lightweight would say go ahead go,"['would', 'say', 'works', 'fresh', 'feeling', 'pick', 'eyes', 'cheek', 'area', '.', 'not', 'know', 'huge', 'difference', 'anything', 'except', 'maybe', 'fresh', 'feeling', 'face', 'maybe', 'little', 'glow', '.', 'like', 'fresh', 'dont', 'need', 'lot', 'lightweight', 'would', 'say', 'go', 'ahead', 'go']"
so far my skin looks better. ,far skin looks better .,"['far', 'skin', 'looks', 'better', '.']"
this actually visibly worked and i have been using pricier brands. this is definitely better than the ordinary c serum in my experience. better than murad id say. even if you dont switch to this dont have any long term results yet try it out while traveling or rotate with another c serum. great value for money,actually visibly worked using pricier brands . definitely better ordinary c serum experience . better murad id say . even dont switch dont long term results yet try traveling rotate another c serum . great value money,"['actually', 'visibly', 'worked', 'using', 'pricier', 'brands', '.', 'definitely', 'better', 'ordinary', 'c', 'serum', 'experience', '.', 'better', 'murad', 'id', 'say', '.', 'even', 'dont', 'switch', 'dont', 'long', 'term', 'results', 'yet', 'try', 'traveling', 'rotate', 'another', 'c', 'serum', '.', 'great', 'value', 'money']"
i love this serum.letting my sking glowing  .im 49 and i use my serum every day  u can see the results immediately. ,love serum.letting sking glowing .im 49 use serum every day u see results immediately .,"['love', 'serum.letting', 'sking', 'glowing', '.im', '49', 'use', 'serum', 'every', 'day', 'u', 'see', 'results', 'immediately', '.']"
i love this product if youre looking to add a retinol to your skincare routine pacifica is an excellent choice. its effective without being too harsh on the skin and the price is affordable compared to many other retinol options out there. plus amazons overnight shipping makes it super convenientim never without my retinol i highly recommend this serum if you want great results without breaking the bank. pacifica  great affordable retinol option,love product youre looking add retinol skincare routine pacifica excellent choice . effective without harsh skin price affordable compared many retinol options . plus amazons overnight shipping makes super convenientim never without retinol highly recommend serum want great results without breaking bank . pacifica great affordable retinol option,"['love', 'product', 'youre', 'looking', 'add', 'retinol', 'skincare', 'routine', 'pacifica', 'excellent', 'choice', '.', 'effective', 'without', 'harsh', 'skin', 'price', 'affordable', 'compared', 'many', 'retinol', 'options', '.', 'plus', 'amazons', 'overnight', 'shipping', 'makes', 'super', 'convenientim', 'never', 'without', 'retinol', 'highly', 'recommend', 'serum', 'want', 'great', 'results', 'without', 'breaking', 'bank', '.', 'pacifica', 'great', 'affordable', 'retinol', 'option']"
it was sticky. my skin was sticky after using these products which unfortunately caused a break out. this stuff is not great and plz dont waste your  or skin on this product ,sticky . skin sticky using products unfortunately caused break . stuff not great plz dont waste skin product,"['sticky', '.', 'skin', 'sticky', 'using', 'products', 'unfortunately', 'caused', 'break', '.', 'stuff', 'not', 'great', 'plz', 'dont', 'waste', 'skin', 'product']"
this is a great serum with good ingredients featuring cool components like rice ferment black tea ferment lactobacillus and a variety of herbal extracts along with ascorbic acid and aloe. it has a very light texture that rubs in smoothly. the scent is mild and fresh though there is added fragrance i personally prefer unscented serums but this one isnt bad at all. it has a bright blue color and im not quite sure where that comes from.the serum is very hydrating but doesnt seem to persist on my face quite as long as some others that ive used before. overall  this is a great serum if you dont mind added fragrance and coloring. hydrating serum with added fragrance and coloring,great serum good ingredients featuring cool components like rice ferment black tea ferment lactobacillus variety herbal extracts along ascorbic acid aloe . light texture rubs smoothly . scent mild fresh though added fragrance personally prefer unscented serums one isnt bad . bright blue color im not quite sure comes from.the serum hydrating doesnt seem persist face quite long others ive used . overall great serum dont mind added fragrance coloring . hydrating serum added fragrance coloring,"['great', 'serum', 'good', 'ingredients', 'featuring', 'cool', 'components', 'like', 'rice', 'ferment', 'black', 'tea', 'ferment', 'lactobacillus', 'variety', 'herbal', 'extracts', 'along', 'ascorbic', 'acid', 'aloe', '.', 'light', 'texture', 'rubs', 'smoothly', '.', 'scent', 'mild', 'fresh', 'though', 'added', 'fragrance', 'personally', 'prefer', 'unscented', 'serums', 'one', 'isnt', 'bad', '.', 'bright', 'blue', 'color', 'im', 'not', 'quite', 'sure', 'comes', 'from.the', 'serum', 'hydrating', 'doesnt', 'seem', 'persist', 'face', 'quite', 'long', 'others', 'ive', 'used', '.', 'overall', 'great', 'serum', 'dont', 'mind', 'added', 'fragrance', 'coloring', '.', 'hydrating', 'serum', 'added', 'fragrance', 'coloring']"
love this product will definitely keep buying it. super easy to use and you really dont need a lot. makes me feel refreshed,love product definitely keep buying . super easy use really dont need lot . makes feel refreshed,"['love', 'product', 'definitely', 'keep', 'buying', '.', 'super', 'easy', 'use', 'really', 'dont', 'need', 'lot', '.', 'makes', 'feel', 'refreshed']"
the bottle is so so cute on my countertop serum is a nice consistency that absorbs quickly and is very softening lightly moisturizing. smells lovely. cute on the countertop,bottle cute countertop serum nice consistency absorbs quickly softening lightly moisturizing . smells lovely . cute countertop,"['bottle', 'cute', 'countertop', 'serum', 'nice', 'consistency', 'absorbs', 'quickly', 'softening', 'lightly', 'moisturizing', '.', 'smells', 'lovely', '.', 'cute', 'countertop']"
i absolutely love this stuff i have been using it for about a year now and it is great. it is not sticky at all and it smells good. i have always had acne and this serum does not make me breakout it also doesnt help clear my skin up. it makes my skin look really glowy and hydrated. i love it ,absolutely love stuff using year great . not sticky smells good . always acne serum not make breakout also doesnt help clear skin . makes skin look really glowy hydrated . love,"['absolutely', 'love', 'stuff', 'using', 'year', 'great', '.', 'not', 'sticky', 'smells', 'good', '.', 'always', 'acne', 'serum', 'not', 'make', 'breakout', 'also', 'doesnt', 'help', 'clear', 'skin', '.', 'makes', 'skin', 'look', 'really', 'glowy', 'hydrated', '.', 'love']"
 pacifica sea and c love vitamin 1 oz,pacifica sea c love vitamin 1 oz,"['pacifica', 'sea', 'c', 'love', 'vitamin', '1', 'oz']"
this serum makes my skin feel nice and soft. the antiwrinkle and skinbrightening benefits may be overstated or maybe they require long consistent use. as of right now this doesnt seem to do more for my skin than my usual moisturizer. that said i do get a little thrill out of using it. there is something about shaking it up and seeing the colors mix together before i use the dropper to dispense the product and then finding the colors separated out again the next time i go to use it. there is something to be said for a pretty presentation  pretty and makes skin soft,serum makes skin feel nice soft . antiwrinkle skinbrightening benefits may overstated maybe require long consistent use . right doesnt seem skin usual moisturizer . said get little thrill using . something shaking seeing colors mix together use dropper dispense product finding colors separated next time go use . something said pretty presentation pretty makes skin soft,"['serum', 'makes', 'skin', 'feel', 'nice', 'soft', '.', 'antiwrinkle', 'skinbrightening', 'benefits', 'may', 'overstated', 'maybe', 'require', 'long', 'consistent', 'use', '.', 'right', 'doesnt', 'seem', 'skin', 'usual', 'moisturizer', '.', 'said', 'get', 'little', 'thrill', 'using', '.', 'something', 'shaking', 'seeing', 'colors', 'mix', 'together', 'use', 'dropper', 'dispense', 'product', 'finding', 'colors', 'separated', 'next', 'time', 'go', 'use', '.', 'something', 'said', 'pretty', 'presentation', 'pretty', 'makes', 'skin', 'soft']"
this murad product gently helps to subtly decrease facial wrinkles. ,murad product gently helps subtly decrease facial wrinkles .,"['murad', 'product', 'gently', 'helps', 'subtly', 'decrease', 'facial', 'wrinkles', '.']"
this product is not i repeat not for sensitive skin  but it does not say this nor  disclose this info ,product not repeat not sensitive skin not say nor disclose info,"['product', 'not', 'repeat', 'not', 'sensitive', 'skin', 'not', 'say', 'nor', 'disclose', 'info']"
this stuff is worth the money. i first got it as a little sample from ipsy and absolutely fell in love. you can feel it working as soon as you apply it to your skin i got it on cyber monday so a little cheaper than usual but its defiantly worth the full price love love love  such a big notice,stuff worth money . first got little sample ipsy absolutely fell love . feel working soon apply skin got cyber monday little cheaper usual defiantly worth full price love love love big notice,"['stuff', 'worth', 'money', '.', 'first', 'got', 'little', 'sample', 'ipsy', 'absolutely', 'fell', 'love', '.', 'feel', 'working', 'soon', 'apply', 'skin', 'got', 'cyber', 'monday', 'little', 'cheaper', 'usual', 'defiantly', 'worth', 'full', 'price', 'love', 'love', 'love', 'big', 'notice']"
broken half empty dried up disgusting product arrivednow i have to waste my time returning to get a refundabsolutely ridiculousgarbage scam ,broken half empty dried disgusting product arrivednow waste time returning get refundabsolutely ridiculousgarbage scam,"['broken', 'half', 'empty', 'dried', 'disgusting', 'product', 'arrivednow', 'waste', 'time', 'returning', 'get', 'refundabsolutely', 'ridiculousgarbage', 'scam']"
used almost whole bottle no visible difference ,used almost whole bottle no visible difference,"['used', 'almost', 'whole', 'bottle', 'no', 'visible', 'difference']"
great product  easy to use moderate cost ,great product easy use moderate cost,"['great', 'product', 'easy', 'use', 'moderate', 'cost']"
murad had been the only product that ive actually seen results. very happy with every product made by murad. price little high but if it works im ok with paying for it ,murad product ive actually seen results . happy every product made murad . price little high works im ok paying,"['murad', 'product', 'ive', 'actually', 'seen', 'results', '.', 'happy', 'every', 'product', 'made', 'murad', '.', 'price', 'little', 'high', 'works', 'im', 'ok', 'paying']"
